churn_event_id,account_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text
C011434,A02618,2024-12-21 19:26:50,no_longer_needed,0.0,False,False,True,Not useful
C011443,A02620,2025-09-20 19:49:26,no_longer_needed,0.0,False,False,False,Buggy
C011446,A02621,2025-08-08 02:32:14,competitor,0.0,False,True,False,Too expensive
C011463,A02624,2026-11-05 18:43:17,competitor,0.0,False,True,False,Buggy
C011468,A02625,2026-12-13 00:58:27,missing_features,0.0,False,True,False,
C011477,A02626,2026-11-10 22:51:43,price_too_high,0.0,True,False,False,Buggy
C011481,A02628,2025-09-02 18:20:56,bugs,0.0,False,False,False,Not useful
C011506,A02635,2026-07-24 00:17:12,bugs,0.0,False,False,False,Too expensive
C011516,A02637,2026-07-20 06:50:14,missing_features,0.0,True,False,True,Buggy
C011530,A02640,2026-06-17 11:14:21,price_too_high,0.0,False,False,False,Buggy
C011542,A02643,2025-02-22 06:30:59,missing_features,0.0,False,True,False,
C011563,A02647,2025-04-05 08:23:22,missing_features,0.0,False,False,False,Too expensive
C011564,A02648,2024-06-25 21:35:30,price_too_high,0.0,False,False,False,Buggy
C011573,A02651,2025-12-02 19:03:52,no_longer_needed,0.0,False,False,False,Not useful
C011597,A02658,2026-12-31 00:00:00,competitor,0.0,False,False,False,
C011607,A02660,2026-12-31 00:00:00,no_longer_needed,0.0,False,False,False,Too expensive
C011611,A02661,2025-01-23 23:22:26,missing_features,0.0,False,True,False,Too expensive
C011625,A02663,2026-12-31 00:00:00,price_too_high,0.0,False,False,False,
C011632,A02664,2026-09-11 08:34:54,price_too_high,0.0,False,True,True,Not useful
C011633,A02664,2026-12-31 00:00:00,missing_features,0.0,False,False,False,
C011635,A02665,2026-11-02 19:26:39,no_longer_needed,0.0,False,False,False,Buggy
C011641,A02666,2026-08-25 04:11:02,bugs,0.0,False,False,False,Too expensive
C011656,A02668,2026-12-31 00:00:00,competitor,0.0,False,True,False,
C011660,A02669,2025-09-29 05:13:51,competitor,0.0,False,False,True,
C011673,A02672,2026-08-02 01:25:21,no_longer_needed,0.0,False,False,False,Too expensive
C011674,A02673,2024-04-27 16:03:10,bugs,0.0,False,False,False,Not useful
C011677,A02674,2026-12-08 01:23:59,bugs,0.0,False,True,False,
C011690,A02677,2026-02-11 01:05:14,bugs,0.0,False,False,False,Not useful
C011704,A02680,2026-01-11 11:01:40,price_too_high,0.0,True,False,True,Buggy
C011719,A02682,2026-12-31 00:00:00,competitor,0.0,False,False,False,
C011726,A02684,2026-02-10 11:04:59,missing_features,0.0,False,False,True,Not useful
C011727,A02684,2026-11-03 11:04:59,bugs,0.0,True,False,False,Not useful
C011728,A02685,2026-07-12 16:40:28,price_too_high,0.0,False,False,True,Buggy
C011735,A02687,2025-02-22 09:35:27,no_longer_needed,0.0,False,False,False,Buggy
C011742,A02690,2025-07-06 00:05:56,no_longer_needed,0.0,True,False,False,Buggy
C011743,A02691,2026-06-09 05:36:21,competitor,0.0,False,False,False,Buggy
C011746,A02693,2026-02-25 03:15:41,bugs,0.0,False,True,False,
C011752,A02695,2026-07-07 06:46:15,competitor,0.0,False,False,False,
C011759,A02697,2024-11-30 00:15:49,competitor,0.0,False,False,False,Buggy
C011769,A02698,2026-12-31 00:00:00,no_longer_needed,531.56,True,False,False,
C011779,A02699,2026-12-31 00:00:00,missing_features,0.0,False,True,False,Not useful
C011784,A02700,2026-03-15 03:52:52,competitor,0.0,False,False,True,Too expensive
C011794,A02703,2026-03-23 11:33:07,missing_features,0.0,False,False,False,
C011799,A02704,2026-04-06 03:35:24,price_too_high,0.0,False,True,False,
C011815,A02706,2026-12-31 00:00:00,missing_features,75.76,False,True,False,
C011824,A02708,2026-12-31 00:00:00,price_too_high,0.0,False,False,False,Buggy
C011827,A02709,2025-02-02 07:37:29,price_too_high,0.0,False,True,True,Buggy
C011831,A02710,2025-08-25 06:21:05,no_longer_needed,0.0,True,False,False,
C011838,A02712,2026-12-31 00:00:00,competitor,0.0,False,False,False,Too expensive
C011882,A02721,2026-12-16 18:51:36,bugs,0.0,False,True,False,Too expensive
C011903,A02726,2026-12-31 00:00:00,competitor,0.0,False,False,False,Buggy
C011904,A02727,2024-12-15 20:27:13,competitor,0.0,False,False,False,Too expensive
C011912,A02729,2026-12-31 00:00:00,missing_features,0.0,True,False,False,Too expensive
C011918,A02731,2026-08-27 11:36:26,missing_features,0.0,True,False,False,
C011934,A02733,2025-10-20 12:45:16,competitor,0.0,True,False,False,
C011935,A02734,2026-02-12 22:06:38,price_too_high,0.0,False,False,False,
C011964,A02740,2025-11-15 22:43:17,bugs,0.0,False,False,False,Buggy
C011975,A02744,2024-11-10 02:22:44,missing_features,0.0,False,False,True,
C011977,A02744,2025-09-28 02:22:44,no_longer_needed,0.0,False,False,True,Too expensive
C011978,A02744,2026-04-30 02:22:44,bugs,0.0,False,False,False,Not useful
C011999,A02750,2025-07-05 05:37:43,missing_features,0.0,False,False,False,Buggy
C012014,A02753,2026-09-11 06:00:49,no_longer_needed,0.0,True,False,False,Buggy
C012028,A02755,2026-12-31 00:00:00,competitor,322.88,True,False,False,Buggy
C012040,A02759,2026-10-22 21:16:58,bugs,0.0,False,True,False,
C012044,A02760,2026-03-30 07:01:55,missing_features,0.0,False,True,False,Not useful
C012046,A02761,2026-10-31 13:04:58,bugs,0.0,False,False,False,Too expensive
C012050,A02762,2025-12-18 15:23:21,missing_features,0.0,False,True,False,Buggy
C012055,A02763,2026-12-31 00:00:00,missing_features,0.0,False,False,False,Not useful
C012058,A02764,2025-08-13 06:11:09,competitor,0.0,False,True,False,Buggy
C012071,A02767,2026-10-28 08:24:40,bugs,0.0,False,False,False,Buggy
C012072,A02768,2025-03-13 11:08:45,missing_features,0.0,False,False,False,Not useful
C012096,A02771,2026-11-26 21:13:59,price_too_high,0.0,False,False,False,
C012098,A02772,2025-11-09 00:33:55,competitor,0.0,False,False,False,Too expensive
C012124,A02777,2026-12-31 00:00:00,competitor,0.0,False,False,False,Buggy
C012131,A02778,2026-12-31 00:00:00,missing_features,0.0,True,False,False,Buggy
C012134,A02779,2025-08-12 16:48:08,no_longer_needed,0.0,False,False,False,Not useful
C012137,A02780,2025-01-01 15:39:13,missing_features,0.0,True,False,False,
C012145,A02781,2026-10-24 23:00:29,price_too_high,0.0,False,True,False,Too expensive
C012153,A02784,2024-09-20 21:19:07,competitor,0.0,False,False,True,Not useful
C012154,A02784,2025-04-22 21:19:07,competitor,0.0,False,True,False,Buggy
C012164,A02786,2024-11-19 17:39:31,missing_features,0.0,True,False,False,Not useful
C012168,A02787,2025-11-24 11:21:10,missing_features,0.0,False,True,False,Buggy
C012175,A02788,2026-12-31 00:00:00,competitor,0.0,False,True,False,
C012184,A02790,2026-08-13 05:31:40,missing_features,0.0,False,False,False,Buggy
C012187,A02791,2026-11-24 09:56:11,no_longer_needed,0.0,False,True,False,Too expensive
C012193,A02793,2024-09-03 18:01:08,missing_features,0.0,False,False,False,
C012197,A02794,2025-07-10 04:10:10,no_longer_needed,0.0,False,True,False,Buggy
C012203,A02796,2025-09-03 04:29:46,bugs,0.0,False,True,False,Too expensive
C012204,A02797,2026-12-31 00:00:00,no_longer_needed,0.0,False,False,False,Too expensive
C012212,A02799,2024-08-17 14:28:15,bugs,0.0,False,False,False,
C012215,A02801,2025-02-19 20:24:36,price_too_high,0.0,False,False,False,
C012273,A02812,2026-03-12 03:12:18,bugs,0.0,False,False,False,Buggy
C012276,A02813,2025-10-17 20:23:21,missing_features,0.0,False,False,False,Buggy
C012283,A02814,2026-12-31 00:00:00,price_too_high,0.0,False,False,False,
C012300,A02818,2026-12-31 00:00:00,missing_features,1.12,False,False,False,
C012302,A02820,2024-07-12 05:05:47,missing_features,0.0,False,False,False,Too expensive
C012303,A02821,2026-12-31 00:00:00,price_too_high,8139.6,False,False,False,Buggy
C012324,A02824,2026-12-31 00:00:00,no_longer_needed,1221.48,True,False,False,Too expensive
C012326,A02825,2025-10-14 12:09:37,missing_features,0.0,True,False,False,Buggy
C012339,A02828,2025-10-15 03:23:57,competitor,0.0,False,False,False,Buggy
C012345,A02831,2025-01-17 14:05:22,price_too_high,0.0,False,True,True,Too expensive
C012362,A02834,2026-09-26 12:38:23,competitor,0.0,False,False,False,
C012363,A02835,2026-08-27 22:06:50,competitor,0.0,False,False,False,Too expensive
C012375,A02837,2025-01-16 14:23:00,competitor,0.0,False,True,False,
C012379,A02838,2026-09-22 17:36:34,bugs,0.0,False,False,False,Too expensive
C012380,A02839,2024-07-21 14:57:29,price_too_high,0.0,False,False,False,Too expensive
C012383,A02840,2026-05-21 03:18:25,bugs,0.0,True,False,False,Buggy
C012393,A02843,2026-12-31 00:00:00,price_too_high,2224.3,False,False,False,Too expensive
C012394,A02844,2024-08-03 18:59:26,missing_features,0.0,False,False,True,Too expensive
C012402,A02845,2026-07-23 11:29:25,competitor,0.0,False,False,False,Too expensive
C012449,A02855,2026-05-04 08:02:56,missing_features,0.0,True,False,True,Buggy
C012475,A02861,2025-04-14 20:12:06,no_longer_needed,0.0,False,True,True,Not useful
C012477,A02861,2026-03-13 20:12:06,price_too_high,0.0,True,False,False,
C012484,A02862,2026-06-16 14:30:10,no_longer_needed,0.0,False,False,False,Not useful
C012495,A02864,2024-10-15 12:31:30,missing_features,0.0,False,False,False,Buggy
C012500,A02866,2025-09-12 06:13:27,no_longer_needed,0.0,False,True,True,Buggy
C012501,A02866,2025-12-31 06:13:27,price_too_high,0.0,True,False,True,Not useful
C012502,A02866,2026-06-18 06:13:27,bugs,0.0,True,False,True,
C012526,A02872,2026-12-31 00:00:00,no_longer_needed,0.0,False,True,False,Too expensive
C012551,A02878,2025-01-05 22:02:54,bugs,0.0,False,True,True,Not useful
C012563,A02880,2025-08-17 10:11:40,missing_features,0.0,True,False,False,Too expensive
C012593,A02888,2025-08-15 00:10:40,bugs,0.0,True,False,True,Not useful
C012607,A02892,2026-12-31 00:00:00,competitor,0.0,False,False,False,Too expensive
C012614,A02894,2026-03-25 19:17:32,bugs,0.0,False,False,False,Buggy
C012629,A02897,2026-11-09 15:46:56,bugs,0.0,True,False,False,
C012634,A02899,2026-09-26 21:41:45,bugs,0.0,True,False,False,
C012635,A02900,2026-12-31 00:00:00,competitor,0.0,False,False,False,Too expensive
C012636,A02901,2025-04-07 16:44:29,price_too_high,0.0,False,False,False,Buggy
C012646,A02903,2026-12-31 00:00:00,missing_features,0.0,True,False,False,Too expensive
C012654,A02905,2026-12-24 12:07:31,missing_features,0.0,True,False,False,Buggy
C012656,A02906,2026-04-04 19:33:44,no_longer_needed,0.0,False,True,True,Buggy
C012659,A02907,2026-05-14 20:10:36,no_longer_needed,0.0,False,False,False,
C012663,A02908,2025-06-29 22:35:58,no_longer_needed,0.0,False,False,False,Buggy
C012684,A02914,2026-06-08 05:15:48,bugs,0.0,False,True,False,Not useful
C012691,A02915,2026-06-20 14:03:25,price_too_high,0.0,True,False,True,
C012692,A02915,2026-12-29 14:03:25,bugs,0.0,True,False,False,Too expensive
C012693,A02916,2026-12-31 00:00:00,price_too_high,1104.84,False,False,False,
C012715,A02921,2024-05-10 22:16:08,competitor,0.0,False,False,False,
C012716,A02922,2026-09-01 20:59:14,missing_features,0.0,False,False,False,Not useful
C012731,A02926,2024-06-27 08:03:57,competitor,0.0,False,True,False,Too expensive
C012760,A02934,2026-07-06 16:09:07,missing_features,0.0,True,False,True,Not useful
C012781,A02939,2025-05-15 18:48:01,bugs,0.0,False,False,False,Buggy
C012784,A02940,2026-12-31 00:00:00,bugs,0.0,False,False,False,Too expensive
C012790,A02942,2025-02-23 17:04:49,price_too_high,0.0,False,False,False,Not useful
C012793,A02943,2026-01-19 09:25:33,competitor,0.0,False,False,False,Buggy
C012797,A02945,2024-12-21 01:25:46,bugs,0.0,False,False,False,Too expensive
C012798,A02946,2026-09-26 14:45:43,no_longer_needed,0.0,False,False,True,Buggy
C012804,A02949,2026-08-04 03:29:51,price_too_high,0.0,False,False,False,
C012821,A02951,2026-04-04 18:47:01,bugs,0.0,True,False,False,Buggy
C012831,A02955,2026-12-31 00:00:00,bugs,0.0,False,True,False,
C012834,A02956,2025-10-07 04:26:09,competitor,0.0,False,False,False,Not useful
C012839,A02957,2026-12-31 00:00:00,competitor,0.0,True,False,False,Too expensive
C012840,A02958,2024-06-06 11:04:10,bugs,0.0,False,False,False,
C012842,A02959,2026-12-31 00:00:00,competitor,0.0,False,False,False,Too expensive
C012859,A02963,2025-07-31 13:47:19,missing_features,0.0,True,False,False,
C012904,A02973,2026-08-09 23:50:27,bugs,0.0,False,False,False,Buggy
C012911,A02976,2025-07-07 07:34:52,no_longer_needed,0.0,False,False,True,Too expensive
C012919,A02977,2026-02-06 02:54:00,competitor,0.0,True,False,True,
C012921,A02977,2026-12-31 00:00:00,price_too_high,0.0,True,False,False,Buggy
C012930,A02979,2025-11-03 20:46:21,missing_features,0.0,False,False,False,Not useful
C012946,A02983,2025-12-29 10:08:55,price_too_high,0.0,False,False,False,Too expensive
C012956,A02986,2026-12-31 00:00:00,missing_features,0.0,False,False,False,Too expensive
C012958,A02987,2025-07-08 15:07:44,no_longer_needed,0.0,True,False,False,Not useful
C012969,A02991,2024-07-30 02:40:50,competitor,0.0,False,False,False,Buggy
C012979,A02993,2026-04-01 01:53:36,no_longer_needed,0.0,False,True,False,
C012991,A02996,2025-11-20 05:26:26,price_too_high,0.0,False,False,True,Not useful
C012996,A02997,2024-08-27 18:21:25,bugs,0.0,False,False,False,Buggy
C013003,A02998,2026-06-11 00:00:48,competitor,0.0,False,True,False,Too expensive
C013009,A03000,2025-11-10 21:13:43,missing_features,0.0,False,False,False,Too expensive
C013014,A03002,2026-12-14 20:34:35,no_longer_needed,0.0,False,True,False,Buggy
C013038,A03007,2025-06-27 17:42:40,price_too_high,0.0,False,True,False,Buggy
C013080,A03015,2025-12-28 08:14:32,bugs,0.0,False,True,False,Too expensive
C013083,A03016,2026-02-20 07:58:26,bugs,0.0,False,False,False,Buggy
C013087,A03018,2026-12-31 00:00:00,competitor,0.0,False,False,False,Not useful
C013096,A03019,2026-11-11 20:15:43,price_too_high,0.0,False,False,False,Not useful
C013110,A03023,2026-01-20 03:38:58,competitor,0.0,True,False,False,Too expensive
C013112,A03024,2026-03-24 11:58:12,no_longer_needed,0.0,False,True,True,Buggy
C013131,A03028,2026-12-31 00:00:00,bugs,2097.6,True,False,False,Not useful
C013157,A03033,2024-10-10 10:56:28,missing_features,0.0,False,False,False,
C013222,A03049,2026-12-31 00:00:00,missing_features,0.0,False,True,False,Too expensive
C013239,A03053,2024-09-28 07:50:35,no_longer_needed,0.0,False,False,True,
C013241,A03053,2025-10-09 07:50:35,bugs,0.0,False,False,False,Too expensive
C013247,A03054,2025-10-24 11:45:02,bugs,0.0,True,False,False,
C013254,A03057,2026-12-31 00:00:00,competitor,0.0,False,False,False,Buggy
C013271,A03061,2026-12-31 00:00:00,bugs,0.0,True,False,False,Not useful
C013282,A03063,2026-12-31 00:00:00,missing_features,0.0,False,True,False,Not useful
C013283,A03064,2025-05-03 10:50:45,competitor,0.0,False,False,False,Buggy
C013285,A03065,2026-05-05 20:31:14,missing_features,0.0,False,True,False,
C013292,A03067,2026-07-17 14:51:35,no_longer_needed,0.0,False,False,False,Too expensive
C013306,A03071,2025-05-11 22:09:12,bugs,0.0,False,False,False,Too expensive
C013307,A03072,2026-10-17 12:43:52,no_longer_needed,0.0,False,False,False,Too expensive
C013328,A03077,2026-02-11 19:28:03,price_too_high,0.0,False,False,True,Too expensive
C013339,A03080,2026-06-20 05:19:56,missing_features,0.0,True,False,False,Buggy
C013343,A03081,2026-03-30 22:09:47,bugs,0.0,True,False,False,Buggy
C013356,A03083,2026-12-31 00:00:00,price_too_high,0.0,False,False,False,Not useful
C013376,A03086,2026-12-31 00:00:00,competitor,4946.24,True,False,False,Buggy
C013398,A03090,2026-01-18 07:28:33,competitor,0.0,False,True,False,Buggy
C013410,A03092,2025-09-10 05:33:37,bugs,0.0,True,False,False,Not useful
C013413,A03093,2026-04-24 19:22:56,bugs,0.0,True,False,False,Buggy
C013425,A03095,2026-12-31 00:00:00,missing_features,2269.54,False,False,False,Too expensive
C013427,A03096,2026-09-14 04:02:06,missing_features,0.0,False,False,False,Too expensive
C013436,A03099,2024-09-20 17:39:48,missing_features,0.0,False,False,True,Buggy
C013443,A03100,2026-07-20 08:51:17,bugs,0.0,False,True,False,Too expensive
C013444,A03101,2025-11-26 01:25:48,missing_features,0.0,False,False,False,
C013452,A03102,2026-03-25 21:32:11,bugs,0.0,False,True,True,Not useful
C013455,A03102,2026-12-31 00:00:00,bugs,84.0,True,False,False,Too expensive
C013456,A03103,2024-06-27 04:48:14,no_longer_needed,0.0,False,False,True,
C013462,A03103,2026-07-21 04:48:14,bugs,0.0,True,False,True,Not useful
C013464,A03104,2024-12-03 22:11:40,bugs,0.0,False,False,False,Too expensive
C013466,A03105,2026-12-31 00:00:00,competitor,0.0,False,True,False,
C013468,A03106,2026-04-09 22:43:22,missing_features,0.0,False,False,True,Too expensive
C013471,A03107,2026-04-30 08:47:30,price_too_high,0.0,False,False,False,Buggy
C013482,A03111,2026-02-04 16:40:52,price_too_high,0.0,False,False,False,
C013485,A03112,2026-05-25 15:47:06,no_longer_needed,0.0,False,False,False,Too expensive
C013486,A03113,2025-06-03 09:08:00,no_longer_needed,0.0,False,False,False,
C013496,A03115,2024-10-20 11:31:16,competitor,0.0,True,False,True,Not useful
C013501,A03116,2026-12-31 00:00:00,price_too_high,0.0,False,True,False,Too expensive
C013509,A03118,2026-05-02 05:06:39,bugs,0.0,False,False,False,Too expensive
C013513,A03120,2026-01-18 12:28:26,competitor,0.0,True,False,True,Not useful
C013515,A03120,2026-09-25 12:28:26,price_too_high,0.0,True,False,False,Not useful
C013520,A03121,2025-07-15 08:55:02,competitor,0.0,False,False,False,Buggy
C013534,A03123,2026-12-10 06:37:17,bugs,0.0,False,True,False,Buggy
C013535,A03124,2025-08-13 00:52:53,missing_features,0.0,False,False,False,Not useful
C013542,A03125,2026-12-31 00:00:00,missing_features,0.0,False,True,False,
C013547,A03127,2026-01-01 13:59:50,competitor,0.0,False,True,False,
C013561,A03132,2026-12-01 01:50:14,bugs,0.0,False,False,False,Buggy
C013564,A03133,2025-12-29 20:41:30,bugs,0.0,True,False,False,Too expensive
C013570,A03135,2025-09-10 06:28:33,competitor,0.0,False,False,True,Buggy
C013577,A03137,2024-10-27 06:57:31,no_longer_needed,0.0,True,False,False,Too expensive
C013578,A03138,2026-01-30 11:20:57,missing_features,0.0,False,False,False,Buggy
C013601,A03143,2025-03-09 12:11:59,bugs,0.0,False,True,False,Too expensive
C013605,A03144,2025-11-23 12:02:57,no_longer_needed,0.0,True,False,False,Too expensive
C013614,A03147,2025-02-21 05:20:50,competitor,0.0,False,False,True,
C013625,A03149,2025-08-01 07:19:05,competitor,0.0,True,False,False,Too expensive
C013630,A03150,2026-12-31 00:00:00,bugs,3014.64,True,False,False,
C013635,A03152,2025-03-18 01:23:26,missing_features,0.0,True,False,True,Buggy
C013644,A03153,2024-10-14 16:27:19,bugs,0.0,False,True,True,
C013658,A03156,2026-01-28 13:55:43,no_longer_needed,0.0,False,False,False,Too expensive
C013661,A03157,2025-06-15 16:53:57,missing_features,0.0,False,False,False,Too expensive
C013666,A03158,2025-11-21 04:22:04,bugs,0.0,False,True,True,Too expensive
C013667,A03158,2026-05-24 04:22:04,competitor,0.0,False,True,False,Not useful
C013686,A03163,2025-09-23 17:34:11,bugs,0.0,True,False,True,Not useful
C013704,A03166,2026-12-31 00:00:00,price_too_high,0.0,False,True,False,Not useful
C013715,A03169,2026-10-21 14:27:05,bugs,0.0,True,False,False,Buggy
C013717,A03170,2026-12-31 00:00:00,missing_features,0.0,True,False,False,Buggy
C013742,A03174,2026-12-31 00:00:00,price_too_high,0.0,False,False,False,
C013747,A03175,2026-02-26 11:57:51,no_longer_needed,0.0,False,False,False,Buggy
C013748,A03176,2026-07-11 01:45:01,competitor,0.0,False,False,False,Not useful
C013779,A03182,2026-11-30 15:10:12,no_longer_needed,0.0,False,False,False,
C013839,A03195,2026-11-24 14:02:01,no_longer_needed,0.0,True,False,False,Buggy
C013841,A03196,2026-12-31 00:00:00,missing_features,0.0,False,False,False,Too expensive
C013846,A03197,2026-11-28 01:04:53,bugs,0.0,False,False,False,Not useful
C013856,A03200,2026-12-10 09:18:24,bugs,0.0,False,False,False,
C013865,A03201,2026-07-26 16:22:30,price_too_high,0.0,False,True,False,
C013875,A03204,2025-07-04 02:00:00,competitor,0.0,False,True,False,Buggy
C013883,A03206,2026-12-31 00:00:00,price_too_high,0.0,False,False,False,
C013887,A03207,2026-08-06 00:16:12,bugs,0.0,False,False,False,Buggy
C013894,A03208,2025-09-13 18:48:58,competitor,0.0,True,False,False,Buggy
C013895,A03209,2024-09-19 13:23:05,bugs,0.0,False,False,False,
C013902,A03210,2026-10-09 17:05:03,missing_features,0.0,False,False,False,
C013914,A03213,2026-07-15 08:39:47,competitor,0.0,True,False,False,Not useful
C013922,A03215,2025-08-28 18:11:14,no_longer_needed,0.0,False,False,True,Not useful
C013924,A03215,2026-06-08 18:11:14,bugs,0.0,False,True,True,
C013933,A03217,2026-12-30 23:19:00,bugs,0.0,False,False,False,Buggy
C013945,A03219,2026-12-31 00:00:00,bugs,0.0,False,False,False,
C013948,A03220,2024-09-19 12:40:35,no_longer_needed,0.0,False,False,False,
C013951,A03221,2025-12-17 20:46:20,competitor,0.0,False,False,False,Too expensive
C013963,A03224,2026-03-26 18:39:24,price_too_high,0.0,True,False,False,Too expensive
C013980,A03227,2026-03-20 03:41:37,price_too_high,0.0,True,False,False,
C013984,A03229,2025-06-28 22:02:47,competitor,0.0,True,False,True,Too expensive
C013992,A03231,2026-05-11 16:39:29,competitor,0.0,False,True,True,Buggy
C014004,A03233,2025-02-25 13:04:10,no_longer_needed,0.0,False,False,False,Too expensive
C014015,A03235,2025-04-04 08:59:00,competitor,0.0,False,False,False,Too expensive
C014016,A03236,2025-01-22 06:43:50,price_too_high,0.0,False,False,True,Too expensive
C014017,A03236,2025-05-13 06:43:50,price_too_high,0.0,False,False,False,
C014025,A03238,2025-03-12 19:33:37,missing_features,0.0,False,True,False,
C014045,A03242,2025-09-09 21:51:43,competitor,0.0,False,True,True,Buggy
C014059,A03244,2026-12-10 03:33:03,bugs,0.0,False,False,False,
C014069,A03245,2026-12-31 00:00:00,price_too_high,0.0,True,False,False,Not useful
C014070,A03246,2026-03-16 07:21:42,missing_features,0.0,False,False,True,Too expensive
C014073,A03247,2026-12-22 02:41:26,bugs,0.0,False,False,False,
C014078,A03248,2026-08-10 14:14:32,missing_features,0.0,False,True,False,Not useful
C014081,A03249,2026-12-31 00:00:00,no_longer_needed,0.0,True,False,False,Buggy
C014085,A03250,2026-12-31 00:00:00,missing_features,0.0,False,True,False,Buggy
C014087,A03251,2025-04-10 18:03:26,bugs,0.0,True,False,False,
C014099,A03254,2025-09-10 22:35:48,missing_features,0.0,False,False,False,Buggy
C014105,A03255,2026-03-21 08:12:43,no_longer_needed,0.0,False,True,False,Not useful
C014124,A03260,2026-12-07 05:12:05,competitor,0.0,False,False,False,Too expensive
C014127,A03261,2025-11-21 17:11:00,missing_features,0.0,True,False,False,
C014147,A03264,2026-12-31 00:00:00,bugs,0.0,False,False,False,Not useful
C014159,A03266,2025-07-14 14:26:01,price_too_high,0.0,False,False,True,Too expensive
C014164,A03266,2026-12-31 00:00:00,price_too_high,0.0,True,False,False,Buggy
C014182,A03271,2025-04-26 11:41:16,price_too_high,0.0,False,False,False,Not useful
C014186,A03272,2025-11-11 00:51:32,bugs,0.0,True,False,False,Too expensive
C014195,A03274,2025-09-02 16:37:30,no_longer_needed,0.0,False,False,False,Too expensive
C014202,A03275,2026-03-24 02:31:14,bugs,0.0,False,True,False,Too expensive
C014204,A03276,2026-10-24 03:19:26,no_longer_needed,0.0,True,False,True,Too expensive
C014213,A03277,2025-12-30 11:47:28,bugs,0.0,False,False,False,
C014222,A03280,2025-06-04 11:23:37,price_too_high,0.0,False,False,False,
C014235,A03283,2025-09-19 08:37:40,missing_features,0.0,True,False,False,Not useful
C014247,A03287,2025-03-10 17:35:38,competitor,0.0,False,False,True,
C014253,A03287,2026-12-31 00:00:00,competitor,0.0,False,False,False,Buggy
C014259,A03288,2025-06-19 08:40:46,bugs,0.0,False,True,False,Buggy
C014279,A03293,2026-05-31 20:20:02,price_too_high,0.0,False,True,False,
C014295,A03296,2026-04-26 14:59:56,competitor,0.0,False,False,False,Buggy
C014304,A03297,2026-08-19 06:35:22,competitor,0.0,True,False,False,Not useful
C014308,A03298,2025-12-23 11:18:24,competitor,0.0,False,True,True,
C014310,A03298,2026-10-08 11:18:24,competitor,0.0,True,False,False,Not useful
C014317,A03300,2026-12-31 00:00:00,bugs,0.0,False,False,False,
C014321,A03303,2026-12-31 00:00:00,competitor,0.0,False,False,False,Buggy
C014324,A03304,2026-12-11 14:03:52,no_longer_needed,0.0,False,True,False,Buggy
C014326,A03306,2026-12-31 00:00:00,missing_features,0.0,False,False,False,
C014337,A03308,2026-01-24 08:03:36,bugs,0.0,False,True,True,Buggy
C014343,A03309,2026-12-05 22:53:51,bugs,0.0,True,False,False,Buggy
C014357,A03313,2024-10-09 13:04:15,missing_features,0.0,False,True,False,
C014361,A03315,2025-02-27 22:11:35,competitor,0.0,False,False,False,Buggy
C014365,A03316,2026-10-22 09:27:23,bugs,0.0,False,True,False,Not useful
C014372,A03318,2026-11-04 15:31:59,no_longer_needed,0.0,False,False,False,Buggy
C014373,A03319,2026-12-31 00:00:00,bugs,0.0,False,False,False,Not useful
C014390,A03322,2024-11-16 06:52:44,price_too_high,0.0,False,False,True,Too expensive
C014393,A03322,2026-05-31 06:52:44,price_too_high,0.0,True,False,False,Too expensive
C014417,A03327,2026-03-21 19:18:15,missing_features,0.0,False,False,True,Not useful
C014419,A03327,2026-12-31 00:00:00,price_too_high,0.0,True,False,False,
C014429,A03329,2026-12-31 00:00:00,price_too_high,0.0,False,True,False,Buggy
C014430,A03330,2026-12-31 00:00:00,price_too_high,0.0,False,False,False,Buggy
C014443,A03332,2025-06-28 12:53:32,competitor,0.0,True,False,True,
C014449,A03333,2025-07-05 13:54:12,missing_features,0.0,False,False,False,
C014459,A03336,2025-02-24 19:20:10,no_longer_needed,0.0,True,False,True,
C014466,A03337,2026-09-27 23:56:51,no_longer_needed,0.0,False,False,True,
C014475,A03338,2026-12-31 00:00:00,missing_features,0.0,False,True,False,
C014480,A03339,2026-12-26 18:02:41,price_too_high,0.0,False,True,False,Not useful
C014494,A03341,2026-12-31 00:00:00,bugs,202.5,False,True,False,Not useful
C014497,A03342,2026-02-25 07:46:16,missing_features,0.0,True,False,False,
C014513,A03345,2025-07-04 23:21:28,no_longer_needed,0.0,False,True,False,
C014515,A03346,2025-12-06 06:38:40,no_longer_needed,0.0,True,False,True,Not useful
C014528,A03348,2026-12-31 00:00:00,missing_features,17.1,False,True,False,Too expensive
C014540,A03351,2026-12-31 00:00:00,missing_features,73.15,False,True,False,Buggy
C014564,A03354,2026-08-07 13:03:11,missing_features,0.0,True,False,False,
C014572,A03356,2025-04-29 03:54:11,no_longer_needed,0.0,False,False,False,Buggy
C014577,A03357,2025-12-15 03:39:42,missing_features,0.0,False,False,False,Not useful
C014578,A03358,2024-11-16 10:28:54,missing_features,0.0,False,False,False,Too expensive
C014599,A03362,2026-12-31 00:00:00,price_too_high,0.0,False,False,False,
C014619,A03368,2026-11-19 18:18:37,price_too_high,0.0,False,False,False,Too expensive
C014634,A03371,2026-12-27 21:09:03,no_longer_needed,0.0,True,False,False,
