account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag
A02735,Company_2735,Technology,Indonesia,2024-07-16 02:12:30,other,Enterprise,69,False,False
A02736,Company_2736,Education,Laos,2026-04-22 09:45:01,other,Basic,47,False,False
A02737,Company_2737,Energy & Resources,Brunei,2024-07-20 22:18:37,other,Free,39,True,False
A02738,Company_2738,Professional Services,Philippines,2024-05-10 12:16:25,organic,Free,29,True,False
A02739,Company_2739,E-commerce & Retail,Indonesia,2026-12-16 01:55:50,event,Pro,6,True,False
A02740,Company_2740,E-commerce & Retail,Singapore,2025-09-15 22:43:17,event,Basic,31,True,True
A02741,Company_2741,Finance,Brunei,2025-12-03 04:01:14,other,Free,50,True,False
A02742,Company_2742,Professional Services,Philippines,2026-09-02 06:47:17,outbound,Pro,30,False,False
A02743,Company_2743,Industrial & Logistics,Philippines,2026-04-21 22:21:32,other,Free,40,True,False
A02744,Company_2744,Healthcare & Life Sciences,Philippines,2024-08-27 02:22:44,other,Pro,9,True,True
A02745,Company_2745,Professional Services,Singapore,2024-02-29 07:27:02,outbound,Pro,35,True,False
A02746,Company_2746,Healthcare & Life Sciences,Malaysia,2026-09-26 17:15:46,organic,Free,41,True,False
A02747,Company_2747,Energy & Resources,Myanmar,2026-12-16 10:10:48,outbound,Free,2,True,False
A02748,Company_2748,Technology,Brunei,2026-08-20 10:05:38,ads,Basic,30,False,False
A02749,Company_2749,Energy & Resources,Malaysia,2025-03-10 08:08:05,partner,Enterprise,140,False,False
A02750,Company_2750,Industrial & Logistics,Philippines,2025-01-25 05:37:43,event,Free,34,True,True
A02751,Company_2751,Education,Cambodia,2025-09-04 03:52:58,other,Free,23,True,False
A02752,Company_2752,Education,Myanmar,2025-01-18 02:50:19,ads,Pro,9,False,False
A02753,Company_2753,Energy & Resources,Myanmar,2024-10-29 06:00:49,ads,Basic,37,False,True
A02754,Company_2754,Energy & Resources,Cambodia,2025-02-09 00:39:34,event,Free,44,True,False
A02755,Company_2755,Energy & Resources,Myanmar,2025-06-08 21:22:31,ads,Pro,31,True,True
A02756,Company_2756,Healthcare & Life Sciences,Indonesia,2026-06-12 22:05:43,partner,Free,38,True,False
A02757,Company_2757,Healthcare & Life Sciences,Brunei,2026-04-02 22:10:22,event,Pro,44,True,False
A02758,Company_2758,Consumer & Lifestyle,Laos,2025-08-30 17:42:47,outbound,Basic,2,False,False
A02759,Company_2759,Consumer & Lifestyle,Laos,2026-05-17 21:16:58,partner,Basic,40,True,True
A02760,Company_2760,Finance,Brunei,2024-12-14 07:01:55,organic,Free,20,True,True
A02761,Company_2761,Professional Services,Malaysia,2026-01-17 13:04:58,event,Basic,11,True,True
A02762,Company_2762,Finance,Malaysia,2025-01-01 15:23:21,ads,Free,3,True,True
A02763,Company_2763,Finance,Malaysia,2025-09-04 21:10:21,partner,Basic,21,True,True
A02764,Company_2764,E-commerce & Retail,Malaysia,2024-11-10 06:11:09,event,Free,47,True,True
A02765,Company_2765,Professional Services,Brunei,2024-11-29 03:55:53,ads,Pro,31,False,False
A02766,Company_2766,Education,Cambodia,2025-10-24 03:45:17,other,Basic,21,True,False
A02767,Company_2767,Finance,Singapore,2026-09-26 08:24:40,partner,Pro,19,False,True
A02768,Company_2768,Finance,Philippines,2024-10-02 11:08:45,event,Basic,40,False,True
A02769,Company_2769,Technology,Laos,2024-04-03 10:16:06,partner,Pro,9,False,False
A02770,Company_2770,Professional Services,Malaysia,2024-07-20 14:23:45,outbound,Free,33,True,False
A02771,Company_2771,Industrial & Logistics,Myanmar,2024-09-09 21:13:59,organic,Enterprise,219,False,True
A02772,Company_2772,Consumer & Lifestyle,Philippines,2025-05-19 00:33:55,partner,Enterprise,348,False,True
A02773,Company_2773,Energy & Resources,Malaysia,2025-04-08 22:29:07,other,Enterprise,120,False,False
A02774,Company_2774,Energy & Resources,Myanmar,2026-11-05 17:51:46,partner,Free,41,True,False
A02775,Company_2775,Professional Services,Cambodia,2025-05-07 22:49:06,partner,Pro,40,True,False
A02776,Company_2776,Industrial & Logistics,Malaysia,2026-08-12 09:50:26,organic,Enterprise,92,False,False
A02777,Company_2777,Technology,Cambodia,2024-07-30 11:07:04,partner,Enterprise,53,False,True
A02778,Company_2778,Healthcare & Life Sciences,Brunei,2025-08-01 15:56:26,ads,Pro,38,False,True
A02779,Company_2779,Energy & Resources,Brunei,2024-07-22 16:48:08,ads,Pro,8,False,True
A02780,Company_2780,Healthcare & Life Sciences,Myanmar,2024-01-09 15:39:13,event,Basic,31,True,True
A02781,Company_2781,Professional Services,Myanmar,2024-10-09 23:00:29,outbound,Pro,19,True,True
A02782,Company_2782,Consumer & Lifestyle,Indonesia,2026-06-29 23:49:32,outbound,Pro,46,False,False
A02783,Company_2783,Education,Myanmar,2025-11-28 12:05:44,ads,Enterprise,453,False,False
A02784,Company_2784,E-commerce & Retail,Malaysia,2024-01-10 21:19:07,partner,Free,33,True,True
A02785,Company_2785,E-commerce & Retail,Brunei,2024-11-20 21:42:26,other,Enterprise,85,False,False
A02786,Company_2786,E-commerce & Retail,Indonesia,2024-07-26 17:39:31,event,Free,5,True,True
A02787,Company_2787,Education,Brunei,2024-08-10 11:21:10,organic,Enterprise,380,True,True
A02788,Company_2788,Industrial & Logistics,Laos,2025-08-08 21:24:25,outbound,Pro,6,False,True
A02789,Company_2789,Consumer & Lifestyle,Malaysia,2024-09-05 18:51:16,organic,Free,36,True,False
A02790,Company_2790,Industrial & Logistics,Brunei,2026-04-07 05:31:40,other,Free,31,True,True
A02791,Company_2791,Energy & Resources,Philippines,2025-12-09 09:56:11,outbound,Free,12,True,True
A02792,Company_2792,Professional Services,Laos,2025-05-13 10:06:45,outbound,Free,24,True,False
A02793,Company_2793,Energy & Resources,Cambodia,2024-07-29 18:01:08,event,Basic,37,False,True
A02794,Company_2794,Consumer & Lifestyle,Myanmar,2024-05-20 04:10:10,other,Basic,50,False,True
A02795,Company_2795,Industrial & Logistics,Singapore,2026-05-10 07:09:06,event,Free,7,True,False
A02796,Company_2796,E-commerce & Retail,Brunei,2024-10-09 04:29:46,outbound,Pro,8,False,True
A02797,Company_2797,Healthcare & Life Sciences,Cambodia,2026-12-03 23:13:05,organic,Free,29,True,True
A02798,Company_2798,Healthcare & Life Sciences,Myanmar,2025-05-21 03:32:50,ads,Free,10,True,False
A02799,Company_2799,Finance,Laos,2024-06-05 14:28:15,ads,Pro,21,False,True
A02800,Company_2800,Energy & Resources,Malaysia,2026-05-09 06:25:10,other,Basic,16,False,False
A02801,Company_2801,Professional Services,Laos,2025-01-14 20:24:36,partner,Pro,35,True,True
A02802,Company_2802,Consumer & Lifestyle,Philippines,2025-10-11 03:31:26,ads,Free,47,True,False
A02803,Company_2803,Technology,Malaysia,2024-09-07 23:27:22,partner,Pro,19,True,False
A02804,Company_2804,Finance,Cambodia,2025-01-29 09:56:17,outbound,Basic,50,False,False
A02805,Company_2805,E-commerce & Retail,Cambodia,2026-07-26 16:06:56,outbound,Pro,38,False,False
A02806,Company_2806,Healthcare & Life Sciences,Philippines,2024-04-18 13:24:27,event,Free,22,True,False
A02807,Company_2807,Energy & Resources,Cambodia,2026-02-12 03:38:05,event,Pro,14,False,False
A02808,Company_2808,E-commerce & Retail,Singapore,2026-05-17 07:23:21,other,Enterprise,315,True,False
A02809,Company_2809,Industrial & Logistics,Singapore,2024-06-02 02:26:57,event,Free,24,True,False
A02810,Company_2810,Education,Philippines,2024-10-19 17:34:10,event,Free,3,True,False
A02811,Company_2811,Consumer & Lifestyle,Malaysia,2026-12-01 16:28:33,other,Enterprise,315,False,False
A02812,Company_2812,Energy & Resources,Malaysia,2024-11-23 03:12:18,ads,Pro,47,False,True
A02813,Company_2813,Technology,Indonesia,2025-01-02 20:23:21,organic,Pro,26,False,True
A02814,Company_2814,Finance,Malaysia,2025-03-08 01:26:41,organic,Enterprise,170,False,True
A02815,Company_2815,Healthcare & Life Sciences,Brunei,2025-12-15 22:03:01,organic,Free,11,True,False
A02816,Company_2816,Energy & Resources,Singapore,2024-08-19 19:09:08,organic,Pro,11,False,False
A02817,Company_2817,Professional Services,Indonesia,2025-04-15 08:51:14,organic,Free,18,True,False
A02818,Company_2818,Consumer & Lifestyle,Brunei,2026-08-08 20:00:10,ads,Pro,1,False,True
A02819,Company_2819,Finance,Cambodia,2026-12-02 20:46:22,outbound,Basic,6,False,False
A02820,Company_2820,Healthcare & Life Sciences,Cambodia,2024-03-16 05:05:47,organic,Pro,47,True,True
A02821,Company_2821,E-commerce & Retail,Singapore,2026-12-02 21:14:09,organic,Enterprise,285,False,True
A02822,Company_2822,Finance,Myanmar,2026-07-30 03:15:07,outbound,Pro,44,True,False
A02823,Company_2823,Technology,Brunei,2024-06-11 08:14:55,event,Free,12,True,False
A02824,Company_2824,Professional Services,Philippines,2024-02-19 13:57:55,ads,Basic,47,True,True
A02825,Company_2825,Technology,Laos,2024-11-03 12:09:37,event,Enterprise,432,False,True
A02826,Company_2826,Technology,Cambodia,2024-10-25 22:51:13,outbound,Basic,22,True,False
A02827,Company_2827,Professional Services,Brunei,2026-10-07 17:06:53,ads,Enterprise,465,True,False
A02828,Company_2828,Education,Singapore,2025-03-14 03:23:57,event,Free,6,True,True
A02829,Company_2829,Energy & Resources,Singapore,2026-11-27 01:38:27,event,Basic,34,True,False
A02830,Company_2830,Education,Myanmar,2026-10-29 22:08:39,ads,Basic,9,True,False
A02831,Company_2831,Energy & Resources,Malaysia,2024-01-27 14:05:22,other,Pro,38,True,True
A02832,Company_2832,Technology,Indonesia,2025-08-14 01:54:17,other,Pro,5,False,False
A02833,Company_2833,Consumer & Lifestyle,Singapore,2026-11-02 01:43:08,organic,Basic,23,True,False
A02834,Company_2834,Healthcare & Life Sciences,Myanmar,2024-12-21 12:38:23,partner,Enterprise,110,True,True
A02835,Company_2835,E-commerce & Retail,Indonesia,2026-05-03 22:06:50,organic,Basic,24,True,True
A02836,Company_2836,Technology,Cambodia,2025-02-06 21:32:22,outbound,Enterprise,430,False,False
A02837,Company_2837,Consumer & Lifestyle,Indonesia,2024-03-24 14:23:00,event,Basic,24,False,True
A02838,Company_2838,Technology,Philippines,2026-02-07 17:36:34,other,Free,11,True,True
A02839,Company_2839,Healthcare & Life Sciences,Cambodia,2024-05-12 14:57:29,ads,Basic,38,True,True
A02840,Company_2840,Education,Cambodia,2025-03-13 03:18:25,other,Basic,7,True,True
A02841,Company_2841,Education,Singapore,2026-09-08 08:46:40,ads,Pro,15,False,False
A02842,Company_2842,Energy & Resources,Myanmar,2024-04-01 02:32:53,outbound,Free,40,True,False
A02843,Company_2843,Industrial & Logistics,Laos,2026-05-26 19:24:41,event,Enterprise,377,False,True
A02844,Company_2844,Energy & Resources,Malaysia,2024-04-10 18:59:26,partner,Basic,38,False,True
A02845,Company_2845,Finance,Cambodia,2025-10-22 11:29:25,partner,Pro,16,True,True
A02846,Company_2846,Technology,Brunei,2025-12-18 07:08:02,event,Basic,8,True,False
A02847,Company_2847,Industrial & Logistics,Indonesia,2024-07-09 12:13:55,organic,Free,2,True,False
A02848,Company_2848,Consumer & Lifestyle,Cambodia,2025-11-29 00:04:44,outbound,Basic,49,False,False
A02849,Company_2849,Professional Services,Brunei,2026-03-13 00:18:37,other,Free,1,True,False
A02850,Company_2850,Technology,Brunei,2026-11-07 02:39:39,partner,Basic,7,True,False
A02851,Company_2851,Healthcare & Life Sciences,Singapore,2026-12-30 02:20:52,outbound,Free,6,True,False
A02852,Company_2852,Consumer & Lifestyle,Indonesia,2025-12-04 15:41:22,partner,Free,4,True,False
A02853,Company_2853,Energy & Resources,Laos,2024-05-03 19:42:49,outbound,Enterprise,466,False,False
A02854,Company_2854,E-commerce & Retail,Brunei,2025-04-11 09:37:50,other,Free,26,True,False
A02855,Company_2855,Industrial & Logistics,Cambodia,2024-11-01 08:02:56,partner,Free,37,True,True
A02856,Company_2856,Industrial & Logistics,Myanmar,2026-04-05 22:54:10,event,Enterprise,396,True,False
A02857,Company_2857,Technology,Malaysia,2025-01-29 04:52:58,ads,Basic,14,True,False
A02858,Company_2858,Industrial & Logistics,Cambodia,2026-11-08 10:35:09,outbound,Pro,50,True,False
A02859,Company_2859,E-commerce & Retail,Brunei,2025-01-29 22:03:02,partner,Pro,26,False,False
A02860,Company_2860,E-commerce & Retail,Philippines,2026-06-27 23:52:06,organic,Free,16,True,False
A02861,Company_2861,Industrial & Logistics,Myanmar,2024-02-19 20:12:06,outbound,Free,18,True,True
A02862,Company_2862,Technology,Brunei,2024-06-04 14:30:10,organic,Basic,22,False,True
A02863,Company_2863,Finance,Laos,2024-03-19 13:40:04,organic,Basic,32,False,False
A02864,Company_2864,Professional Services,Brunei,2024-01-31 12:31:30,other,Pro,17,False,True
A02865,Company_2865,Education,Singapore,2026-05-24 11:12:28,partner,Pro,46,False,False
A02866,Company_2866,E-commerce & Retail,Singapore,2025-01-22 06:13:27,partner,Pro,46,True,True
A02867,Company_2867,Education,Philippines,2026-08-06 11:16:01,outbound,Pro,3,False,False
A02868,Company_2868,Finance,Indonesia,2026-07-30 13:23:07,outbound,Basic,32,False,False
A02869,Company_2869,Industrial & Logistics,Laos,2026-07-06 00:37:07,organic,Basic,8,False,False
A02870,Company_2870,Consumer & Lifestyle,Laos,2025-09-30 06:59:07,organic,Enterprise,100,True,False
A02871,Company_2871,E-commerce & Retail,Malaysia,2026-01-23 10:54:29,outbound,Basic,18,True,False
A02872,Company_2872,Professional Services,Laos,2024-10-11 07:18:22,event,Free,45,True,True
A02873,Company_2873,Technology,Brunei,2026-06-02 01:49:09,other,Enterprise,362,False,False
A02874,Company_2874,E-commerce & Retail,Singapore,2025-02-14 06:52:23,ads,Free,28,True,False
A02875,Company_2875,Professional Services,Cambodia,2025-12-26 21:01:53,organic,Free,30,True,False
A02876,Company_2876,Technology,Laos,2024-05-18 07:00:40,organic,Basic,11,False,False
A02877,Company_2877,Energy & Resources,Philippines,2026-04-27 18:56:51,ads,Enterprise,459,True,False
A02878,Company_2878,Technology,Laos,2024-06-22 22:02:54,other,Free,29,True,True
A02879,Company_2879,Professional Services,Myanmar,2026-02-28 11:43:18,partner,Free,5,True,False
A02880,Company_2880,Consumer & Lifestyle,Malaysia,2025-04-17 10:11:40,event,Basic,11,False,True
A02881,Company_2881,Consumer & Lifestyle,Malaysia,2026-03-08 03:26:41,outbound,Pro,15,False,False
A02882,Company_2882,Education,Singapore,2024-01-18 22:01:10,outbound,Basic,4,False,False
A02883,Company_2883,E-commerce & Retail,Indonesia,2026-01-06 19:28:13,outbound,Basic,43,True,False
A02884,Company_2884,Industrial & Logistics,Brunei,2026-05-25 06:09:33,other,Free,39,True,False
A02885,Company_2885,Professional Services,Philippines,2026-11-03 16:14:21,other,Free,11,True,False
A02886,Company_2886,Industrial & Logistics,Cambodia,2026-07-06 04:49:25,outbound,Free,11,True,False
A02887,Company_2887,Consumer & Lifestyle,Singapore,2025-09-01 02:42:59,partner,Basic,43,False,False
A02888,Company_2888,Education,Brunei,2024-03-08 00:10:40,event,Basic,15,False,True
A02889,Company_2889,Technology,Philippines,2025-10-19 22:04:27,event,Free,28,True,False
A02890,Company_2890,Education,Indonesia,2026-09-24 19:40:45,partner,Free,32,True,False
A02891,Company_2891,Industrial & Logistics,Cambodia,2025-08-09 06:00:04,partner,Basic,50,False,False
A02892,Company_2892,Industrial & Logistics,Laos,2026-09-21 04:52:41,event,Free,39,True,True
A02893,Company_2893,Industrial & Logistics,Singapore,2025-08-07 14:01:31,partner,Basic,16,False,False
A02894,Company_2894,Technology,Cambodia,2025-12-04 19:17:32,event,Basic,10,True,True
A02895,Company_2895,E-commerce & Retail,Malaysia,2025-06-09 02:13:16,event,Free,10,True,False
A02896,Company_2896,Professional Services,Cambodia,2025-01-12 17:35:20,organic,Pro,27,True,False
A02897,Company_2897,Education,Myanmar,2026-02-19 15:46:56,event,Enterprise,454,False,True
A02898,Company_2898,Industrial & Logistics,Cambodia,2026-12-18 06:24:17,partner,Basic,40,True,False
A02899,Company_2899,Finance,Myanmar,2025-09-05 21:41:45,organic,Basic,49,False,True
A02900,Company_2900,Healthcare & Life Sciences,Brunei,2026-08-26 04:02:10,event,Pro,6,True,True
A02901,Company_2901,E-commerce & Retail,Indonesia,2025-01-20 16:44:29,other,Basic,49,False,True
A02902,Company_2902,Consumer & Lifestyle,Myanmar,2025-09-24 20:12:30,organic,Free,14,True,False
A02903,Company_2903,Technology,Laos,2025-06-14 20:34:52,partner,Free,16,True,True
A02904,Company_2904,Technology,Cambodia,2026-05-14 04:08:06,partner,Basic,26,True,False
A02905,Company_2905,Finance,Brunei,2025-03-08 12:07:31,outbound,Pro,32,True,True
A02906,Company_2906,Education,Singapore,2025-05-08 19:33:44,event,Pro,13,False,True
A02907,Company_2907,Consumer & Lifestyle,Brunei,2025-10-08 20:10:36,event,Basic,5,False,True
A02908,Company_2908,Professional Services,Singapore,2024-07-15 22:35:58,event,Pro,39,False,True
A02909,Company_2909,Industrial & Logistics,Philippines,2026-04-20 11:30:03,event,Enterprise,423,True,False
A02910,Company_2910,Consumer & Lifestyle,Laos,2024-08-13 23:08:56,outbound,Free,6,True,False
A02911,Company_2911,Energy & Resources,Cambodia,2026-03-14 02:05:52,outbound,Pro,7,False,False
A02912,Company_2912,Professional Services,Indonesia,2026-08-31 08:58:19,other,Basic,17,False,False
A02913,Company_2913,Education,Myanmar,2026-06-22 17:56:32,event,Basic,40,False,False
A02914,Company_2914,Education,Malaysia,2025-04-30 05:15:48,other,Pro,6,True,True
A02915,Company_2915,E-commerce & Retail,Cambodia,2024-03-17 14:03:25,organic,Free,40,True,True
A02916,Company_2916,Industrial & Logistics,Singapore,2026-12-03 22:05:29,partner,Pro,24,True,True
A02917,Company_2917,Industrial & Logistics,Singapore,2024-06-25 03:25:49,ads,Free,6,True,False
A02918,Company_2918,Industrial & Logistics,Indonesia,2026-07-14 20:44:03,outbound,Basic,50,False,False
A02919,Company_2919,E-commerce & Retail,Brunei,2025-05-03 09:14:04,event,Free,46,True,False
A02920,Company_2920,Technology,Myanmar,2026-06-18 20:42:29,outbound,Free,24,True,False
A02921,Company_2921,Education,Cambodia,2024-01-12 22:16:08,partner,Free,39,True,True
A02922,Company_2922,Education,Myanmar,2026-04-03 20:59:14,outbound,Enterprise,178,True,True
A02923,Company_2923,Professional Services,Myanmar,2026-11-26 02:01:46,outbound,Enterprise,452,False,False
A02924,Company_2924,Education,Cambodia,2026-02-11 20:16:22,organic,Basic,21,False,False
A02925,Company_2925,Consumer & Lifestyle,Malaysia,2025-04-27 17:18:16,event,Basic,24,False,False
A02926,Company_2926,Healthcare & Life Sciences,Indonesia,2024-02-15 08:03:57,event,Basic,20,False,True
A02927,Company_2927,Healthcare & Life Sciences,Malaysia,2026-08-03 10:39:08,partner,Free,9,True,False
A02928,Company_2928,E-commerce & Retail,Myanmar,2025-09-20 06:29:16,partner,Enterprise,451,True,False
A02929,Company_2929,Industrial & Logistics,Malaysia,2026-12-24 08:12:08,event,Free,7,True,False
A02930,Company_2930,Industrial & Logistics,Cambodia,2026-08-02 20:50:10,ads,Basic,4,True,False
A02931,Company_2931,E-commerce & Retail,Philippines,2024-07-02 22:48:16,outbound,Free,19,True,False
A02932,Company_2932,E-commerce & Retail,Malaysia,2026-01-13 02:44:09,event,Pro,31,True,False
A02933,Company_2933,Education,Brunei,2024-04-14 14:19:44,organic,Basic,7,True,False
A02934,Company_2934,Education,Myanmar,2025-08-01 16:09:07,organic,Enterprise,486,False,True
A02935,Company_2935,Consumer & Lifestyle,Myanmar,2024-01-10 12:08:36,outbound,Pro,35,True,False
A02936,Company_2936,Finance,Cambodia,2026-02-07 05:34:18,event,Enterprise,115,True,False
A02937,Company_2937,Technology,Laos,2026-07-14 02:45:30,outbound,Enterprise,233,False,False
A02938,Company_2938,E-commerce & Retail,Myanmar,2024-07-28 13:48:35,organic,Enterprise,259,False,False
A02939,Company_2939,Professional Services,Laos,2024-08-16 18:48:01,ads,Pro,11,True,True
A02940,Company_2940,Industrial & Logistics,Singapore,2026-01-13 16:02:33,outbound,Basic,28,True,True
A02941,Company_2941,Education,Cambodia,2026-05-10 18:37:47,partner,Basic,41,True,False
A02942,Company_2942,Healthcare & Life Sciences,Malaysia,2024-07-17 17:04:49,partner,Free,36,True,True
A02943,Company_2943,Industrial & Logistics,Laos,2025-07-16 09:25:33,partner,Pro,18,True,True
A02944,Company_2944,E-commerce & Retail,Indonesia,2026-10-11 02:56:25,organic,Basic,42,False,False
A02945,Company_2945,E-commerce & Retail,Philippines,2024-06-22 01:25:46,partner,Free,13,True,True
A02946,Company_2946,Consumer & Lifestyle,Brunei,2026-04-14 14:45:43,outbound,Pro,48,False,True
A02947,Company_2947,Healthcare & Life Sciences,Laos,2025-11-12 00:18:09,other,Enterprise,253,False,False
A02948,Company_2948,Technology,Indonesia,2026-09-23 13:26:14,event,Pro,11,False,False
A02949,Company_2949,Consumer & Lifestyle,Malaysia,2026-04-17 03:29:51,other,Basic,11,False,True
A02950,Company_2950,Finance,Myanmar,2024-01-20 14:20:35,ads,Pro,4,False,False
A02951,Company_2951,Healthcare & Life Sciences,Singapore,2024-03-05 18:47:01,outbound,Free,46,True,True
A02952,Company_2952,Professional Services,Cambodia,2026-08-03 20:43:15,partner,Enterprise,167,True,False
A02953,Company_2953,Education,Singapore,2026-08-27 13:12:50,organic,Enterprise,219,False,False
A02954,Company_2954,Finance,Myanmar,2026-12-23 10:03:55,outbound,Pro,48,True,False
A02955,Company_2955,Industrial & Logistics,Malaysia,2026-01-06 14:21:45,ads,Basic,33,False,True
A02956,Company_2956,Energy & Resources,Laos,2025-03-09 04:26:09,partner,Free,43,True,True
A02957,Company_2957,Healthcare & Life Sciences,Malaysia,2025-10-26 02:15:40,other,Free,35,True,True
A02958,Company_2958,Professional Services,Brunei,2024-04-12 11:04:10,organic,Basic,40,True,True
A02959,Company_2959,Energy & Resources,Indonesia,2026-09-23 23:33:10,other,Pro,49,False,True
A02960,Company_2960,Consumer & Lifestyle,Laos,2026-07-14 11:24:33,event,Free,35,True,False
A02961,Company_2961,Professional Services,Cambodia,2025-08-22 14:59:42,other,Pro,37,False,False
A02962,Company_2962,Consumer & Lifestyle,Cambodia,2026-07-19 06:45:44,outbound,Free,21,True,False
A02963,Company_2963,E-commerce & Retail,Laos,2024-06-11 13:47:19,outbound,Free,29,True,True
A02964,Company_2964,Professional Services,Myanmar,2024-12-27 06:08:13,other,Free,6,True,False
A02965,Company_2965,Healthcare & Life Sciences,Indonesia,2025-01-27 10:50:58,event,Free,9,True,False
A02966,Company_2966,Healthcare & Life Sciences,Brunei,2025-11-29 07:42:37,ads,Free,16,True,False
A02967,Company_2967,Technology,Myanmar,2024-06-24 02:51:52,ads,Enterprise,387,False,False
A02968,Company_2968,Professional Services,Singapore,2026-05-30 03:40:47,other,Free,12,True,False
A02969,Company_2969,Finance,Singapore,2026-06-17 00:09:47,organic,Basic,14,True,False
A02970,Company_2970,Technology,Singapore,2024-01-24 03:37:04,organic,Free,12,True,False
A02971,Company_2971,Finance,Singapore,2026-12-10 11:08:20,organic,Basic,30,False,False
A02972,Company_2972,Professional Services,Philippines,2026-02-28 00:44:55,other,Pro,39,False,False
A02973,Company_2973,Finance,Laos,2025-08-22 23:50:27,ads,Free,36,True,True
A02974,Company_2974,Healthcare & Life Sciences,Laos,2025-08-01 22:11:41,partner,Basic,6,True,False
A02975,Company_2975,Professional Services,Singapore,2026-10-06 13:07:12,outbound,Free,6,True,False
A02976,Company_2976,Professional Services,Cambodia,2025-03-05 07:34:52,ads,Basic,49,False,True
A02977,Company_2977,Finance,Singapore,2025-05-04 02:54:00,organic,Basic,38,True,True
A02978,Company_2978,Industrial & Logistics,Cambodia,2024-11-04 10:41:40,organic,Pro,2,False,False
A02979,Company_2979,Industrial & Logistics,Philippines,2025-07-28 20:46:21,organic,Pro,18,False,True
A02980,Company_2980,Technology,Myanmar,2025-05-29 19:45:54,outbound,Free,45,True,False
A02981,Company_2981,Technology,Myanmar,2026-11-04 09:19:21,partner,Basic,18,True,False
A02982,Company_2982,Healthcare & Life Sciences,Laos,2025-04-09 14:54:49,organic,Enterprise,412,True,False
A02983,Company_2983,Education,Philippines,2025-11-25 10:08:55,organic,Basic,7,True,True
A02984,Company_2984,Healthcare & Life Sciences,Myanmar,2026-03-23 03:07:34,outbound,Pro,24,False,False
A02985,Company_2985,E-commerce & Retail,Myanmar,2026-05-01 15:40:24,event,Free,36,True,False
A02986,Company_2986,Consumer & Lifestyle,Singapore,2026-05-31 12:44:32,event,Basic,26,True,True
A02987,Company_2987,Finance,Philippines,2024-12-29 15:07:44,event,Basic,36,False,True
A02988,Company_2988,Finance,Malaysia,2026-11-25 15:34:56,organic,Pro,32,False,False
A02989,Company_2989,Consumer & Lifestyle,Brunei,2025-07-30 07:43:26,event,Pro,28,True,False
A02990,Company_2990,Healthcare & Life Sciences,Cambodia,2025-12-06 23:53:42,organic,Enterprise,61,False,False
A02991,Company_2991,Energy & Resources,Philippines,2024-05-15 02:40:50,other,Free,45,True,True
A02992,Company_2992,Education,Brunei,2026-03-21 20:41:56,event,Basic,12,True,False
A02993,Company_2993,E-commerce & Retail,Brunei,2024-01-10 01:53:36,outbound,Pro,37,True,True
A02994,Company_2994,Finance,Philippines,2025-07-15 02:46:11,outbound,Basic,21,False,False
A02995,Company_2995,E-commerce & Retail,Philippines,2025-12-10 19:08:36,partner,Free,6,True,False
A02996,Company_2996,Professional Services,Cambodia,2025-08-21 05:26:26,partner,Pro,5,True,True
A02997,Company_2997,E-commerce & Retail,Myanmar,2024-05-22 18:21:25,partner,Pro,38,False,True
A02998,Company_2998,Consumer & Lifestyle,Malaysia,2024-10-02 00:00:48,event,Free,39,True,True
A02999,Company_2999,Education,Malaysia,2026-07-01 20:36:58,partner,Free,4,True,False
A03000,Company_3000,Energy & Resources,Laos,2024-07-23 21:13:43,partner,Free,36,True,True
A03001,Company_3001,Professional Services,Cambodia,2026-01-25 03:21:58,organic,Pro,3,True,False
A03002,Company_3002,Consumer & Lifestyle,Singapore,2026-06-16 20:34:35,other,Free,24,True,True
A03003,Company_3003,Technology,Brunei,2026-06-11 11:45:20,other,Free,47,True,False
A03004,Company_3004,Energy & Resources,Myanmar,2025-09-12 06:55:29,partner,Free,46,True,False
A03005,Company_3005,Education,Philippines,2024-03-23 02:03:37,ads,Basic,14,False,False
A03006,Company_3006,Energy & Resources,Laos,2026-02-20 12:52:42,organic,Free,36,True,False
A03007,Company_3007,Professional Services,Cambodia,2024-03-31 17:42:40,ads,Free,34,True,True
A03008,Company_3008,Healthcare & Life Sciences,Brunei,2026-12-06 02:05:20,ads,Free,29,True,False
A03009,Company_3009,Energy & Resources,Singapore,2025-10-13 23:00:07,outbound,Free,35,True,False
A03010,Company_3010,Professional Services,Singapore,2024-04-12 09:20:36,organic,Free,23,True,False
A03011,Company_3011,Consumer & Lifestyle,Brunei,2024-06-29 11:04:52,other,Basic,1,False,False
A03012,Company_3012,Technology,Malaysia,2024-05-13 20:47:11,ads,Basic,28,True,False
A03013,Company_3013,E-commerce & Retail,Indonesia,2025-11-15 10:20:43,organic,Free,37,True,False
A03014,Company_3014,Technology,Singapore,2024-02-20 23:55:05,outbound,Basic,28,False,False
A03015,Company_3015,Finance,Laos,2025-02-02 08:14:32,event,Enterprise,474,False,True
A03016,Company_3016,E-commerce & Retail,Philippines,2025-05-23 07:58:26,outbound,Pro,15,False,True
A03017,Company_3017,Industrial & Logistics,Malaysia,2026-07-10 08:17:56,ads,Basic,14,False,False
A03018,Company_3018,Finance,Myanmar,2026-07-13 13:50:30,other,Free,31,True,True
A03019,Company_3019,E-commerce & Retail,Philippines,2024-05-16 20:15:43,ads,Enterprise,456,False,True
